id_imovel,bairro,tipo,area_util,quartos,suites,banheiros,vagas,andar,idade_imovel,varanda,piscina,academia,portaria_24h,vista_mar,condominio,iptu,lat,lon,preco_venda
11647,Tijuca,Apartamento,140.4,3,1,5,2,16,8,1,0,1,0,0,1107.57,951.7,-22.92314,-43.233933,1249889.43
11648,Barra da Tijuca,Casa,242.7,5,1,6,2,0,8,1,0,1,0,0,774.89,1626.85,-22.99757,-43.358143,2296697.16
11649,Barra da Tijuca,Apartamento,75.5,2,0,2,2,6,58,1,0,1,0,0,925.23,662.02,-23.00251,-43.361825,460331.07
11650,Centro,Apartamento,104.8,2,1,4,1,10,7,1,1,0,0,0,606.8,1061.16,-22.908961,-43.160092,1003402.63
11651,Barra da Tijuca,Studio/Loft,47.4,1,0,2,0,21,31,0,0,1,1,0,627.58,288.43,-22.999794,-43.356416,452069.31
11652,Jacarepagua,Apartamento,52.9,2,0,3,2,11,9,1,1,0,0,0,466.05,188.63,-22.969781,-43.383002,307182.82
11653,Tijuca,Cobertura,151.8,3,2,5,2,15,12,0,1,0,0,0,1028.95,1148.04,-22.923797,-43.243032,1488592.7
11654,Tijuca,Cobertura,209.2,3,0,3,3,2,8,0,0,1,1,0,975.84,1887.71,-22.916835,-43.238458,1554628.29
11655,Botafogo,Flat,40.5,2,1,4,0,20,2,1,0,0,1,0,1572.86,340.29,-22.957646,-43.176211,685188.91
11656,Vila Isabel,Studio/Loft,27.9,0,0,1,0,27,50,1,0,0,0,0,766.52,154.43,-22.913791,-43.266843,171786.11
11657,Sao Conrado,Apartamento,76.1,2,1,3,1,29,65,1,0,0,1,1,1558.71,499.27,-23.000637,-43.281514,1136318.62
11658,Meier,Apartamento,133.8,4,3,4,0,21,2,0,0,1,1,0,605.47,448.49,-22.889421,-43.286089,880635.98
11659,Copacabana,Cobertura,309.3,4,1,6,0,3,6,0,0,1,0,0,1518.84,4045.84,-22.968419,-43.192515,4135517.06
11660,Campo Grande,Flat,59.6,1,0,3,1,28,18,1,0,0,0,0,357.75,89.16,-22.908129,-43.55955,213326.11
11661,Madureira,Apartamento,96.7,3,0,4,1,14,6,0,0,0,0,0,144.15,302.11,-22.871418,-43.356871,405205.88
11662,Barra da Tijuca,Apartamento,207.4,4,0,6,1,5,12,0,0,0,0,1,941.34,1358.5,-23.004561,-43.356228,2267658.02
11663,Jardim Botanico,Apartamento,72.5,3,1,5,0,2,40,1,0,1,1,0,1657.95,822.21,-22.968197,-43.228268,1250901.88
11664,Barra da Tijuca,Apartamento,99.1,3,0,3,0,8,4,0,0,1,0,0,907.32,206.81,-23.010841,-43.362385,1121112.63
11665,Engenho Novo,Apartamento,71.1,2,0,3,2,3,31,1,0,0,1,0,392.85,345.57,-22.911251,-43.297439,366932.88
11666,Meier,Apartamento,53.8,2,0,3,0,17,10,1,1,0,1,0,678.9,375.25,-22.893708,-43.28366,340203.61
11667,Engenho Novo,Cobertura,333.1,5,2,7,0,20,7,0,0,0,1,0,288.0,1228.36,-22.900114,-43.279472,2298199.05
11668,Lapa,Apartamento,79.7,3,1,5,1,3,3,1,0,1,1,0,832.85,278.54,-22.906796,-43.180167,644209.05
11669,Recreio,Casa,273.4,4,0,6,1,0,13,1,0,1,0,0,934.21,2262.81,-23.024889,-43.469477,2411374.63
11670,Meier,Apartamento,81.6,3,2,4,3,22,4,1,0,1,0,0,369.56,336.94,-22.899688,-43.288812,605984.33
11671,Recreio,Apartamento,148.2,4,2,4,1,19,2,0,0,1,1,0,564.95,725.65,-23.02003,-43.468012,1470237.55
11672,Sao Cristovao,Cobertura,155.2,3,1,5,0,24,6,0,0,0,1,0,637.29,812.33,-22.901444,-43.247568,1070521.07
11673,Recreio,Casa,337.7,5,2,6,3,0,4,1,0,1,1,0,637.7,1943.32,-23.009025,-43.468828,2768632.26
11674,Madureira,Cobertura,300.8,5,3,5,2,10,17,0,0,0,0,0,233.15,928.07,-22.873471,-43.337045,1334718.1
11675,Leblon,Apartamento,43.9,1,0,3,0,3,11,0,0,1,1,0,2340.41,895.7,-22.986675,-43.211467,874939.19
11676,Flamengo,Apartamento,73.2,3,0,3,0,6,6,1,0,1,1,0,1156.7,739.0,-22.930345,-43.173473,783077.86
11677,Jardim Botanico,Apartamento,135.4,3,0,4,0,8,1,1,0,1,1,0,1835.96,1328.44,-22.977462,-43.244131,2135859.54
11678,Campo Grande,Studio/Loft,57.2,1,0,1,1,11,1,0,1,0,0,0,493.91,103.66,-22.903545,-43.563762,176228.52
11679,Jacarepagua,Casa,276.0,5,3,7,3,0,10,0,0,0,0,0,801.66,1726.47,-22.950418,-43.381482,1887190.71
11680,Barra da Tijuca,Flat,49.8,2,1,4,2,15,9,0,0,1,0,0,851.23,489.73,-22.988413,-43.365698,631554.49
11681,Barra da Tijuca,Apartamento,61.1,1,0,1,1,29,35,0,0,1,0,1,839.11,316.69,-23.007368,-43.367642,835195.27
11682,Recreio,Apartamento,112.9,3,0,5,1,20,0,1,0,1,0,0,619.98,880.82,-23.026345,-43.470442,903424.16
11683,Santa Teresa,Cobertura,189.5,4,2,4,1,19,10,1,0,1,1,0,1150.54,1497.97,-22.925467,-43.191636,2087480.27
11684,Campo Grande,Apartamento,77.2,3,1,5,3,26,24,1,1,0,0,0,435.85,191.42,-22.928205,-43.547246,314737.53
11685,Centro,Casa,180.8,3,1,4,1,0,16,1,1,0,0,0,868.68,721.26,-22.893025,-43.173856,1411860.79
11686,Centro,Apartamento,128.1,4,3,5,3,19,10,1,0,0,0,0,878.42,719.92,-22.901029,-43.155498,1125517.55
11687,Botafogo,Apartamento,185.4,4,0,5,3,5,6,0,1,0,0,0,1607.15,2092.26,-22.957054,-43.186892,2528615.93
11688,Humaita,Casa,317.5,5,1,6,1,0,5,1,0,1,0,0,1558.19,3687.17,-22.968858,-43.195781,3749123.22
11689,Vila Isabel,Apartamento,90.3,2,0,4,1,23,18,1,1,0,1,0,1188.51,504.95,-22.917621,-43.255491,703062.04
11690,Meier,Apartamento,62.8,1,0,3,0,19,7,1,0,1,0,0,511.59,381.68,-22.900915,-43.296189,326912.16
11691,Botafogo,Apartamento,117.5,2,1,4,1,25,11,0,0,1,0,0,1088.56,1184.5,-22.931726,-43.166409,2266229.79
11692,Ramos,Casa,423.2,4,2,5,1,0,14,1,0,0,0,0,255.17,1023.83,-22.85962,-43.253924,2258876.1
11693,Botafogo,Casa,314.2,5,4,7,0,0,0,1,0,0,0,0,1328.83,2566.2,-22.946397,-43.175043,6567694.41
11694,Humaita,Casa,219.6,4,0,5,3,0,10,1,1,1,1,0,1304.16,2801.24,-22.961702,-43.181902,3295066.47
11695,Jardim Botanico,Cobertura,185.4,4,2,5,2,21,11,1,0,0,1,0,2227.67,1859.51,-22.968003,-43.229275,3900749.93
11696,Centro,Casa,233.6,4,0,4,1,0,25,1,0,1,0,0,511.52,1669.27,-22.891649,-43.177422,1578566.75
11697,Ramos,Apartamento,142.8,4,3,6,0,18,18,0,1,1,0,0,629.76,434.55,-22.833777,-43.258372,656051.71
11698,Tijuca,Apartamento,98.8,2,0,4,1,3,13,1,1,0,0,0,948.66,648.84,-22.916509,-43.239992,839509.01
11699,Centro,Flat,53.6,2,0,3,0,14,1,1,0,1,1,0,553.07,363.64,-22.917281,-43.182911,391995.19
11700,Centro,Apartamento,68.4,1,0,1,0,7,65,0,0,0,1,0,900.73,369.21,-22.899241,-43.16983,362725.49
11701,Barra da Tijuca,Apartamento,253.6,4,3,5,0,3,3,1,0,0,0,1,1543.06,1104.11,-23.000016,-43.367731,3194788.33
11702,Madureira,Apartamento,63.0,1,0,2,0,21,16,1,0,1,0,0,304.4,160.7,-22.868704,-43.340045,297643.34
11703,Botafogo,Flat,43.0,1,0,2,1,24,8,0,0,0,0,0,1935.89,416.78,-22.949352,-43.177471,780838.38
11704,Jacarepagua,Studio/Loft,39.6,2,0,4,2,3,22,1,0,0,1,1,723.74,164.78,-22.965139,-43.371361,340320.79
11705,Copacabana,Apartamento,83.0,3,1,3,2,8,22,1,1,1,0,0,2187.72,794.11,-22.966823,-43.184714,1238096.35
11706,Barra da Tijuca,Casa,317.0,4,2,6,3,0,65,1,1,1,0,1,1085.64,2674.47,-23.004804,-43.361141,3669691.85
11707,Jacarepagua,Apartamento,137.4,4,0,5,1,25,6,0,0,1,0,0,587.9,536.65,-22.962772,-43.379142,680843.85
11708,Copacabana,Casa,115.8,3,1,3,1,0,16,1,1,0,0,0,1908.89,1623.27,-22.970689,-43.183279,2218330.36
11709,Recreio,Flat,45.5,2,0,2,2,5,1,0,1,0,0,0,628.63,278.36,-23.016091,-43.45525,430692.97
11710,Sao Cristovao,Casa,134.9,4,1,5,2,0,7,1,0,0,1,0,701.71,691.12,-22.910756,-43.21668,1050288.12
11711,Vila Isabel,Apartamento,123.2,3,0,4,1,22,4,1,0,0,1,0,713.26,711.57,-22.914731,-43.268923,802018.85
11712,Ipanema,Apartamento,106.8,3,1,4,2,29,5,1,0,0,1,1,1632.83,1374.21,-22.987368,-43.200463,3478323.85
11713,Copacabana,Studio/Loft,34.6,0,0,2,1,28,13,0,0,0,1,0,706.62,400.85,-22.966726,-43.183511,447486.81
11714,Barra da Tijuca,Apartamento,98.1,2,0,2,1,20,1,1,0,0,1,1,697.22,1115.16,-22.982634,-43.364711,1100784.64
11715,Centro,Apartamento,57.4,1,0,2,1,30,9,1,1,1,1,0,615.12,277.07,-22.913525,-43.166391,484631.1
11716,Santa Teresa,Apartamento,66.9,2,1,2,2,18,1,1,0,0,0,0,1140.29,409.57,-22.921347,-43.178662,707386.34
11717,Jardim Botanico,Cobertura,139.6,3,0,3,0,27,8,1,0,1,1,0,1255.09,2336.65,-22.969571,-43.223952,2668581.21
11718,Engenho Novo,Apartamento,95.4,3,2,4,3,21,37,1,1,0,1,0,458.23,447.57,-22.914921,-43.281155,554870.17
11719,Tijuca,Casa,213.2,4,0,4,3,0,0,0,1,1,0,0,296.55,1306.08,-22.931437,-43.243456,1976983.72
11720,Campo Grande,Apartamento,60.7,1,0,2,1,11,8,1,0,0,1,0,334.47,114.22,-22.901026,-43.553338,229732.67
11721,Copacabana,Flat,61.1,1,0,2,0,11,46,0,0,0,1,0,645.32,853.28,-22.978392,-43.184404,697774.64
11722,Tijuca,Apartamento,137.4,3,1,4,2,22,13,0,0,1,0,0,1130.93,579.11,-22.908869,-43.239599,1060145.48
11723,Vila Isabel,Apartamento,59.6,2,0,4,0,27,5,0,1,0,0,0,709.73,169.44,-22.915189,-43.261552,581362.34
11724,Jardim Botanico,Cobertura,196.3,3,2,4,2,11,52,1,1,1,0,0,2163.0,3623.76,-22.976697,-43.228543,2714016.34
11725,Ipanema,Apartamento,110.5,3,2,5,1,15,43,1,0,0,0,0,1792.13,2003.03,-22.980804,-43.217735,2219503.17
11726,Ipanema,Apartamento,89.8,2,1,4,2,7,16,0,1,1,1,1,3063.12,1189.76,-22.982923,-43.199735,2879584.66
11727,Recreio,Flat,39.0,2,0,3,1,17,1,0,0,0,1,1,424.34,188.08,-23.02755,-43.469908,434425.56
11728,Meier,Apartamento,75.5,3,2,4,2,6,4,0,0,0,1,0,770.3,432.27,-22.904152,-43.299404,568624.94
11729,Engenho Novo,Apartamento,74.5,3,2,3,2,11,30,1,0,1,0,0,542.9,370.38,-22.90892,-43.272238,308955.57
11730,Botafogo,Apartamento,84.1,3,0,5,3,3,4,1,0,0,1,0,1418.85,1069.66,-22.931034,-43.173636,1096204.71
11731,Santa Teresa,Casa,188.8,3,1,4,3,0,7,1,1,0,0,0,714.31,1953.14,-22.929621,-43.179529,2434246.45
11732,Barra da Tijuca,Apartamento,168.4,3,2,5,3,30,40,1,0,0,1,1,1128.99,1090.91,-22.997449,-43.356306,2709863.11
11733,Campo Grande,Flat,52.2,1,0,1,0,15,1,1,0,0,0,0,492.35,124.29,-22.911504,-43.561204,183480.17
11734,Copacabana,Apartamento,45.3,2,1,3,0,15,2,1,0,0,0,0,1063.96,696.61,-22.973801,-43.185996,750631.91
11735,Centro,Casa,208.4,3,2,4,2,0,26,0,0,1,0,0,448.91,1733.92,-22.914762,-43.183448,1365830.99
11736,Niteroi,Apartamento,181.1,4,3,4,2,11,20,1,0,0,0,0,1129.31,1488.89,-22.871334,-43.107488,1580930.14
11737,Centro,Apartamento,84.2,2,1,2,2,2,15,0,1,0,0,0,738.82,471.76,-22.896466,-43.165377,752810.59
11738,Madureira,Apartamento,75.5,3,0,3,0,16,5,0,0,1,1,0,201.86,165.39,-22.861998,-43.338785,344671.68
11739,Barra da Tijuca,Studio/Loft,35.2,2,1,3,2,27,18,1,1,1,0,0,772.5,353.43,-23.005367,-43.367894,528623.95
11740,Engenho Novo,Flat,63.6,2,0,4,2,13,1,0,0,0,1,0,404.24,164.96,-22.917352,-43.276132,409525.48
11741,Tijuca,Casa,174.0,4,3,5,3,0,1,1,0,1,1,0,905.65,1122.85,-22.922014,-43.244694,2290759.69
11742,Barra da Tijuca,Apartamento,49.1,2,1,2,0,13,25,1,0,0,1,1,708.14,406.19,-22.985427,-43.369335,677383.47
11743,Campo Grande,Apartamento,68.8,1,0,1,1,16,1,0,1,1,1,0,414.42,197.8,-22.894095,-43.553656,304967.37
11744,Gavea,Apartamento,87.7,2,0,2,0,18,13,0,0,0,0,0,2082.29,1039.06,-22.956781,-43.252672,1489929.93
11745,Barra da Tijuca,Apartamento,111.5,2,1,4,2,19,9,0,0,0,0,1,1202.34,610.57,-23.002878,-43.369007,1604756.01
11746,Niteroi,Apartamento,71.3,2,1,2,0,8,11,1,1,0,0,0,836.2,430.34,-22.883031,-43.102427,491532.46
11747,Gavea,Casa,175.0,4,3,6,3,0,12,0,1,0,1,0,2036.68,2738.33,-22.970698,-43.235815,3401281.86
11748,Lagoa,Apartamento,91.6,3,0,4,3,6,35,0,1,0,0,0,1758.33,1148.7,-22.970049,-43.218448,1705310.9
11749,Jardim Botanico,Apartamento,65.9,2,1,3,2,1,14,1,1,0,1,0,1933.26,955.69,-22.967139,-43.221615,1247350.7
11750,Ramos,Apartamento,86.8,2,1,2,2,2,3,1,1,0,1,0,388.75,339.01,-22.86394,-43.254757,380514.98
11751,Santa Teresa,Apartamento,108.5,3,2,5,2,3,4,0,1,0,0,0,404.33,1048.48,-22.927801,-43.174021,1173815.7
11752,Copacabana,Apartamento,56.0,1,0,3,1,27,50,0,0,1,0,1,1503.26,498.06,-22.95261,-43.182006,846122.01
11753,Sao Cristovao,Cobertura,244.9,5,2,7,1,9,5,1,0,1,1,0,729.6,1847.86,-22.903415,-43.228016,1677347.14
11754,Tijuca,Studio/Loft,28.9,1,0,1,1,24,22,1,1,0,0,1,1001.64,156.05,-22.913292,-43.228692,269733.64
11755,Meier,Apartamento,58.7,2,1,4,1,25,47,0,0,0,1,0,709.34,393.05,-22.917175,-43.283967,237507.98
11756,Meier,Flat,46.6,2,0,2,1,28,23,0,1,0,1,1,322.67,198.65,-22.903443,-43.280932,284386.39
11757,Campo Grande,Apartamento,155.4,3,1,4,0,30,3,1,0,0,0,0,442.26,432.92,-22.910516,-43.564491,646938.35
11758,Barra da Tijuca,Cobertura,120.7,4,1,6,2,14,4,1,1,1,0,0,1600.77,1120.62,-23.002094,-43.3723,1353335.78
11759,Jardim Botanico,Flat,49.0,2,0,3,1,4,2,1,1,1,0,0,1424.38,779.8,-22.959256,-43.237654,981663.63
11760,Tijuca,Apartamento,89.1,2,0,4,0,26,2,0,0,0,1,0,682.17,309.87,-22.924504,-43.241869,679201.68
11761,Recreio,Cobertura,331.0,5,3,5,3,20,15,1,0,1,0,1,1237.94,2914.27,-23.003225,-43.470982,3228055.19
11762,Recreio,Apartamento,196.2,3,2,5,1,15,4,0,0,0,1,1,963.03,906.97,-23.015929,-43.475778,2283530.04
11763,Ipanema,Studio/Loft,34.2,1,0,2,1,29,1,1,0,1,0,1,2899.0,706.02,-22.982184,-43.207561,1130591.04
11764,Lagoa,Apartamento,111.7,2,1,4,1,15,25,1,0,1,0,0,1710.45,1843.62,-22.972445,-43.213137,2014664.36
11765,Niteroi,Flat,53.7,1,0,1,0,10,15,0,0,0,1,0,1180.04,300.57,-22.889971,-43.103272,423203.92
11766,Ipanema,Cobertura,212.4,4,2,5,0,11,21,1,0,0,1,1,2095.52,2543.93,-22.989572,-43.200015,4662205.48
11767,Vila Isabel,Cobertura,242.1,4,0,6,1,28,14,0,0,1,1,0,612.08,1876.72,-22.913885,-43.249708,1690930.16
11768,Ramos,Apartamento,47.7,1,0,1,1,13,11,0,0,1,0,1,256.58,198.82,-22.861842,-43.26685,289383.38
11769,Leblon,Apartamento,88.3,3,1,3,3,14,27,1,0,1,0,0,932.78,1485.69,-22.986049,-43.232767,2165553.33
11770,Flamengo,Casa,245.0,5,3,7,3,0,6,0,1,0,0,1,1637.47,1780.86,-22.93685,-43.174355,4405368.0
11771,Barra da Tijuca,Apartamento,63.8,1,0,3,1,23,51,1,0,1,1,0,816.45,593.39,-22.986903,-43.367989,533214.51
11772,Jacarepagua,Apartamento,108.1,3,1,4,3,11,24,0,0,0,1,0,792.58,413.58,-22.9594,-43.389633,696132.32
11773,Barra da Tijuca,Studio/Loft,24.7,1,0,1,1,4,25,1,0,0,0,0,1520.63,189.73,-22.998185,-43.361803,257670.84
11774,Sao Cristovao,Apartamento,93.4,2,0,2,1,25,13,1,1,0,0,0,829.37,360.12,-22.905955,-43.234912,646916.48
11775,Flamengo,Apartamento,154.0,4,0,6,1,21,33,0,0,1,0,1,977.88,1623.81,-22.940973,-43.170401,1836628.78
11776,Leblon,Apartamento,82.5,3,1,5,1,4,39,0,0,0,1,0,1300.43,1779.26,-22.992172,-43.216071,1432587.89
11777,Leblon,Flat,43.1,2,0,3,2,6,20,0,1,0,1,1,2841.2,1044.4,-22.984775,-43.21472,1213110.77
11778,Barra da Tijuca,Apartamento,50.9,2,1,2,1,15,2,1,0,0,1,0,1302.89,488.6,-23.013697,-43.370622,482242.34
11779,Barra da Tijuca,Apartamento,105.2,3,1,4,3,10,14,1,0,0,1,0,1537.56,792.69,-22.994387,-43.364687,1125531.72
11780,Campo Grande,Casa,303.7,5,1,5,0,0,11,0,0,0,0,0,204.43,658.16,-22.89854,-43.551138,1026225.92
11781,Ipanema,Apartamento,88.0,2,1,3,1,7,0,1,0,0,0,0,2619.51,1045.2,-22.993552,-43.226365,2350441.06
11782,Tijuca,Apartamento,74.8,3,1,4,0,28,21,0,0,1,0,0,1286.06,190.66,-22.924103,-43.246487,610184.38
11783,Tijuca,Apartamento,41.6,1,0,3,0,14,10,0,1,0,1,0,759.65,240.01,-22.912949,-43.233228,369179.53
11784,Engenho Novo,Apartamento,94.6,3,0,3,3,1,2,0,0,0,1,0,821.39,279.45,-22.911014,-43.266132,693079.05
11785,Sao Cristovao,Cobertura,172.8,3,2,4,0,16,4,1,1,0,0,0,679.92,430.1,-22.909086,-43.245708,1108316.0
11786,Leblon,Apartamento,69.9,2,1,2,2,10,6,1,1,0,0,0,2389.14,1495.35,-22.97428,-43.233049,1658483.22
11787,Sao Cristovao,Flat,82.4,3,2,3,3,19,38,1,0,0,1,0,314.04,548.91,-22.891022,-43.228858,583796.03
11788,Sao Conrado,Studio/Loft,24.2,1,0,3,1,5,6,0,1,0,0,1,1574.93,166.73,-22.996544,-43.272693,338024.16
11789,Madureira,Apartamento,46.2,1,0,2,1,5,16,0,0,1,1,0,429.45,98.0,-22.878862,-43.323346,179341.62
11790,Botafogo,Apartamento,98.7,2,1,2,1,5,16,0,0,0,0,0,1888.94,892.09,-22.923354,-43.168207,1066608.67
11791,Engenho Novo,Apartamento,77.1,2,0,3,2,25,1,0,0,1,1,0,680.2,350.22,-22.907881,-43.27465,459678.24
11792,Sao Cristovao,Casa,158.4,4,3,6,1,0,4,0,0,0,0,0,694.17,784.38,-22.899676,-43.237419,913548.84
11793,Meier,Apartamento,100.4,3,2,3,1,26,65,1,1,0,1,1,744.67,512.19,-22.901474,-43.284254,738174.24
11794,Botafogo,Apartamento,99.7,3,0,3,1,28,20,1,0,0,1,0,660.36,1080.67,-22.941476,-43.169509,1093880.25
11795,Meier,Flat,43.1,2,1,2,2,7,7,1,1,1,0,0,570.12,151.79,-22.891429,-43.293242,272352.93
11796,Ramos,Casa,153.2,4,3,5,0,0,2,1,0,1,1,0,250.87,392.67,-22.862579,-43.258366,714444.52
11797,Jacarepagua,Studio/Loft,38.5,1,0,2,1,27,3,1,0,0,1,0,869.71,83.82,-22.963355,-43.378952,237915.0
11798,Barra da Tijuca,Casa,215.6,3,0,5,3,0,2,0,0,1,1,1,976.09,1426.72,-23.006631,-43.370311,3724962.46
11799,Lagoa,Apartamento,109.2,2,0,3,1,4,2,0,0,0,1,0,2081.69,1764.67,-22.982764,-43.205989,2417976.48
11800,Gavea,Apartamento,71.3,3,0,3,3,18,34,1,1,1,0,0,2734.76,548.85,-22.974465,-43.232031,963724.55
11801,Ramos,Apartamento,103.4,3,0,3,0,9,4,1,0,1,0,0,548.36,439.59,-22.848267,-43.261761,576403.97
11802,Barra da Tijuca,Apartamento,131.6,3,0,5,1,21,17,0,1,1,0,1,1344.32,1200.49,-23.006708,-43.373351,1544407.34
11803,Engenho Novo,Apartamento,91.7,3,0,3,1,10,16,1,0,1,1,0,327.18,466.52,-22.915968,-43.278873,486133.95
11804,Ramos,Apartamento,86.4,3,0,5,1,28,9,1,1,1,0,0,570.87,409.75,-22.861034,-43.252319,478337.43
11805,Meier,Studio/Loft,35.8,2,0,4,0,17,29,0,0,1,0,0,484.36,214.88,-22.896007,-43.269163,192730.95
11806,Meier,Apartamento,70.3,3,2,3,0,4,18,0,1,1,1,0,119.45,345.32,-22.908099,-43.28414,534772.74
11807,Vila Isabel,Casa,131.1,3,2,4,1,0,9,1,0,1,1,0,562.48,839.42,-22.935527,-43.264346,1076753.3
11808,Jacarepagua,Cobertura,198.2,4,0,5,1,14,22,0,0,0,1,0,783.98,719.57,-22.960061,-43.384057,990323.68
11809,Botafogo,Casa,245.0,5,4,5,3,0,12,1,1,1,1,0,601.56,3077.2,-22.951793,-43.174708,4856816.74
11810,Centro,Apartamento,63.1,1,0,1,0,22,14,1,0,0,1,0,889.76,320.45,-22.915338,-43.175029,448448.54
11811,Campo Grande,Apartamento,87.3,3,2,3,3,18,15,1,0,0,1,0,442.75,176.5,-22.902109,-43.553762,388855.56
11812,Recreio,Apartamento,83.4,2,0,4,0,18,25,0,0,1,0,1,1196.68,599.53,-23.017164,-43.469305,734133.07
11813,Niteroi,Apartamento,183.3,4,1,4,3,15,14,1,0,1,0,0,1069.79,753.59,-22.885457,-43.104063,1502795.78
11814,Campo Grande,Studio/Loft,45.5,2,0,4,2,22,13,0,1,1,1,1,334.26,69.0,-22.903582,-43.567478,249386.47
11815,Jacarepagua,Casa,274.9,5,4,6,0,0,9,1,0,1,1,0,596.08,1694.75,-22.974355,-43.374314,1805414.91
11816,Engenho Novo,Studio/Loft,47.8,1,0,2,0,24,3,0,0,0,1,0,478.18,220.9,-22.91853,-43.279527,214083.15
11817,Sao Cristovao,Casa,156.5,4,0,4,3,0,15,1,0,1,1,0,814.87,612.93,-22.896803,-43.220602,949080.58
11818,Flamengo,Apartamento,156.1,3,1,5,2,6,3,1,1,0,0,0,1198.47,1190.63,-22.928491,-43.187186,1882550.53
11819,Ipanema,Studio/Loft,39.5,2,1,3,2,26,14,1,1,0,0,1,2182.5,516.17,-22.990057,-43.207172,1278134.92
11820,Recreio,Casa,196.0,3,2,3,1,0,30,1,1,1,0,0,1075.58,1308.93,-23.003876,-43.464898,1511732.32
11821,Madureira,Apartamento,55.4,1,0,3,0,9,40,1,1,0,0,0,160.05,127.76,-22.872797,-43.33812,189825.14
11822,Sao Conrado,Apartamento,76.6,3,0,4,1,3,1,1,0,0,1,0,1437.44,918.63,-23.012113,-43.266906,1006650.28
11823,Madureira,Cobertura,118.6,2,1,4,2,28,4,1,1,0,1,0,527.74,291.69,-22.869744,-43.335182,609572.68
11824,Meier,Cobertura,201.7,4,0,4,0,2,0,0,1,0,0,0,334.05,1076.92,-22.901182,-43.289226,1195818.85
11825,Meier,Apartamento,71.5,3,0,5,1,3,7,1,1,0,1,0,792.13,272.19,-22.903585,-43.293528,427726.31
11826,Gavea,Apartamento,76.7,3,2,3,3,20,9,0,1,0,0,0,1587.87,1082.05,-22.976866,-43.231131,1851571.92
11827,Recreio,Flat,38.9,1,0,3,1,28,6,1,0,1,0,0,703.46,253.79,-23.014244,-43.475552,373825.84
11828,Botafogo,Cobertura,281.4,4,3,5,1,12,0,1,0,0,0,0,1738.13,3769.48,-22.937603,-43.177098,3776393.53
11829,Flamengo,Studio/Loft,44.1,2,0,2,1,22,10,1,0,1,1,1,1101.61,248.01,-22.942043,-43.179948,534631.25
11830,Copacabana,Apartamento,176.9,3,2,4,2,23,26,1,0,1,0,1,2559.37,2355.06,-22.97772,-43.178725,3752781.18
11831,Copacabana,Apartamento,174.9,3,0,4,2,8,39,1,1,0,1,1,2873.24,2530.99,-22.970448,-43.205346,2879820.32
11832,Botafogo,Apartamento,95.8,3,0,3,1,28,18,0,0,0,1,0,2407.26,1434.22,-22.941526,-43.168978,1088191.73
11833,Tijuca,Casa,317.0,5,4,7,3,0,51,1,1,0,0,0,610.75,2437.54,-22.936939,-43.241795,2082268.44
11834,Recreio,Studio/Loft,40.6,2,0,3,2,21,11,0,0,1,0,1,1113.05,299.29,-23.017508,-43.454137,430765.08
11835,Humaita,Casa,165.0,3,0,3,2,0,41,1,0,1,1,0,2116.15,1687.35,-22.944764,-43.185072,1685924.55
11836,Santa Teresa,Apartamento,80.5,2,1,4,0,23,8,0,0,1,1,0,572.49,557.15,-22.918897,-43.190446,683175.49
11837,Jacarepagua,Apartamento,116.2,2,0,3,1,27,32,1,1,0,0,0,227.91,430.37,-22.956171,-43.365306,758568.34
11838,Niteroi,Apartamento,461.7,5,4,7,3,1,1,1,0,1,0,0,908.39,2964.89,-22.88217,-43.108406,4978191.77
11839,Sao Cristovao,Casa,338.1,5,2,5,3,0,2,1,1,0,1,0,415.54,1060.02,-22.896789,-43.221394,2271887.98
11840,Leblon,Apartamento,99.3,3,0,4,2,7,15,1,1,1,1,0,3849.19,2413.63,-22.978414,-43.220193,1997622.62
11841,Niteroi,Apartamento,109.2,3,0,5,1,1,39,0,0,1,1,0,839.87,688.3,-22.88933,-43.085802,626256.01
11842,Santa Teresa,Apartamento,108.8,3,0,4,3,21,40,1,1,1,0,0,985.34,546.24,-22.931575,-43.191573,1061211.05
11843,Sao Cristovao,Casa,192.0,4,3,4,1,0,7,0,0,1,1,0,729.28,1047.0,-22.894471,-43.245233,1494064.68
11844,Tijuca,Apartamento,121.8,4,3,6,3,19,2,1,0,0,0,0,769.24,478.57,-22.921858,-43.246873,995988.09
11845,Recreio,Flat,52.9,2,1,3,2,29,6,1,0,1,0,1,652.41,316.56,-23.00361,-43.470901,501674.6
11846,Recreio,Apartamento,60.1,2,0,3,1,17,1,1,0,1,1,0,698.42,317.05,-23.029833,-43.479465,524077.79
11847,Madureira,Apartamento,109.1,2,1,2,2,8,5,0,0,1,0,0,385.15,435.52,-22.863623,-43.34969,429179.7
11848,Jacarepagua,Apartamento,115.1,3,2,4,2,22,9,0,1,0,1,0,667.89,493.37,-22.968558,-43.380464,860462.13
11849,Botafogo,Apartamento,84.9,2,0,4,0,28,26,1,1,0,1,0,1403.52,725.16,-22.946633,-43.16862,1166553.15
11850,Ipanema,Casa,229.9,5,3,5,2,0,8,1,1,0,0,0,3192.59,4755.0,-22.978506,-43.232799,5442941.82
11851,Copacabana,Apartamento,132.2,4,1,4,1,4,2,0,0,0,0,0,1903.57,1411.8,-22.97111,-43.18582,2191544.57
11852,Humaita,Flat,54.3,2,1,4,2,4,7,1,0,0,1,0,1166.51,755.84,-22.957193,-43.191057,817395.32
